,title,star_count,review_count,attributes,summary,address,hours,menu,phone,website,pictures,city,state
523,The Boulder Cork,4.5,651 Google reviews,"['$$$', 'American restaurant']","Locally-sourced American cuisine in a warm, refined setting, plus an extensive wine selection.","3295 30th St, Boulder, CO 80301","{'Friday': '11:15AM–2PM, 5–10PM', 'Saturday': '5–10PM', 'Sunday': '5–9PM', 'Monday': '11:15AM–2PM, 5–9PM', 'Tuesday': '11:15AM–2PM, 5–9PM', 'Wednesday': '11:15AM–2PM, 5–9PM', 'Thursday': '11:15AM–2PM, 5–9PM'}",https://bouldercork.com/menus/,(303) 443-9505,https://www.bouldercork.com/,"['https://lh5.googleusercontent.com/p/AF1QipNcNeCxilSOkut649DgjFO63geG_tlDwLiZz4Ao=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOKN6R7L7zO8O_xLvnkse8s0g4Ap2n394AKAq-P=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMUxneFmO64u8u0-U6GJP_p2DNKTKEwibSeYVpy=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPIcrw13RBc-rpHDJnu4OE8Ch9_vBNBJUHwsdP2=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNqNsVvbQ5tXNs6LflzTSlwu3VTBOem8KWkwFI0=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPVBzmdsKNXIB-y6qmYQ6qpyF_vCUrR07unYb5j=s870-k-no']",Boulder,Colorado
524,Cilantro Mexican Restaurant,4.8,137 Google reviews,['Mexican restaurant'],,"3980 Broadway #104, Boulder, CO 80304","{'Friday': '11AM–9PM', 'Saturday': '11AM–9PM', 'Sunday': '9AM–4PM', 'Monday': '11AM–9PM', 'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM'}",,(303) 993-7160,https://cilantro-mexican-restaurant.business.site/,"['https://lh5.googleusercontent.com/p/AF1QipOgYp6vs4H0xF5faJ1dkHucmWs23wsO01HVQW-H=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNAaUulHFW82jzHLphM1EZ-1HDkDjyCF-pmqSC5=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNWBqIdYReDvHbX2Eax3fJS7r3EXIZurX8amn9s=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNw1J7rmEearXi384knqiGdAM8zUNhA8m7mPwyM=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN_QtPWaTIoVYIaj_Ji9IKfYG8gUc100Pzsg7dr=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPQR-V0EZPeOG7imUnq81lE76mIVT_Go-8Cm8g=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPy3Zgadpxye6gRE2cvj_0_BFWMyo9LLrkVjes=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOw1-juNyuCxneWvVhpS9iXzH8Bs8iY_9oWJ0_q=s773-k-no']",Boulder,Colorado
525,Little Tibet | Restaurant & Bar,4.8,131 Google reviews,['Indian restaurant'],,"4479 Broadway, Boulder, CO 80304","{'Friday': '11AM–9:30PM', 'Saturday': '12–9:30PM', 'Sunday': '12–9:30PM', 'Monday': '11AM–9:30PM', 'Tuesday': '11AM–9:30PM', 'Wednesday': '11AM–9:30PM', 'Thursday': '11AM–9:30PM'}",https://www.littletibetrestaurant.com/,(720) 459-8336,http://www.littletibetrestaurant.com/,['https://lh5.googleusercontent.com/p/AF1QipMcZKMh4dBoKQCvxgd0Df_BDBDuLxClRiKlDG2o=s928-k-no'],Boulder,Colorado
526,Bacco | Trattoria & Mozzarella Bar,4.2,189 Google reviews,"['$$', 'Italian restaurant']","Stylish spot for Italian fare, including specialty cheese & creative small plates, entrees & pizza.","1200 Yarmouth Ave, Boulder, CO 80304","{'Friday': '11AM–2:30PM, 4–10PM', 'Saturday': '4–10PM', 'Sunday': '4–9PM', 'Monday': '11AM–2:30PM, 4–9PM', 'Tuesday': '11AM–2:30PM, 4–9PM', 'Wednesday': '11AM–2:30PM, 4–9PM', 'Thursday': '11AM–2:30PM, 4–9PM'}",,(303) 442-3899,http://baccoboulder.com/,"['https://lh5.googleusercontent.com/p/AF1QipO9z-Qj_kgwH03L4IB2JcenHYGkV936NlSacKNt=s919-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMyZBgOaWLydrQr6vKBEkd4RXdz-TA0pxkpLtyU=s873-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPFtTj6pa28cK_OXxFfR03Hu2o1Z4KjoDmWmfqa=s480-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNitPJYDUu85GyJeJWKzGIsHdFjzpjeEcHsHD7X=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPGGvtxcivdlo32svDqJwjpVs0xHVHCdZmQXXfR=s919-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMGEjqhWGShhl7_cHOiV7reyfN15NlcIK4Hvq6d=s1024-k-no']",Boulder,Colorado
527,Wapos,4.4,355 Google reviews,"['$', 'Mexican restaurant']",,"4929 Broadway, Boulder, CO 80304","{'Friday': '11:45AM–8:30PM', 'Saturday': '11:45AM–8:30PM', 'Sunday': '11:45AM–8PM', 'Monday': '11:45AM–8PM', 'Tuesday': '11:45AM–8:30PM', 'Wednesday': '11:45AM–8:30PM', 'Thursday': '11:45AM–8:30PM'}",,(720) 536-8457,https://waposboulder.com/,"['https://lh5.googleusercontent.com/p/AF1QipMzmNPwRjuIzwyeNreoC8wF6H4bYu-oCYv4XkXc=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOl5hNuH0vKfSKcnGbxRC_RIlmFF8gecRSiksqE=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPbs3YIhDguYc1imyk557yIxLcsIeTE2DsOek7c=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPKyoMlQuVRPITkc1w4H17I6wax_Aebod9a364K=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNYUTb9vySdU2qsGy5BC4glpkgLdCdM6nW8PKGQ=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOa9SG2DvNuDaW3yCy6DZ6y_mx6qwDQfNgVfcaI=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNk8C4dW7FEKV4mdAaXbGPkc5YgIMHXCW2GsSos=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNX_SmjPYSwddloF06I38Nt87IaJvGWFBmNvaCt=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPcGcn2mO152dag_GpwR2aZMi8HJzmOVNNDFwCW=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOlV2NK-xQIRjsnHDDqoes1_CM1spSdr_qwlrs=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP9w_IKw1lha1VBPy_nqXv7CMeNXO32Be23DCkE=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOY9gYImPtNvbU9slOxb1V9rI68zH9IZbtzJfK3=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPX8MRYCYC06Wqz0SvfDvRgBdnb3sfN3VMIugdS=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMKHj3UHT3HKQtGkIqDP0_Hz6y1sfa5dqzWAL_K=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNirNTi-pdEM0JKSQYc4bYSeiX-3fb-DtzAaINU=s1354-k-no']",Boulder,Colorado
528,Wapos,,,,,"4929 Broadway, Boulder, CO 80304","{'Friday': '11:45AM–8:30PM', 'Saturday': '11:45AM–8:30PM', 'Sunday': '11:45AM–8PM', 'Monday': '11:45AM–8PM', 'Tuesday': '11:45AM–8:30PM', 'Wednesday': '11:45AM–8:30PM', 'Thursday': '11:45AM–8:30PM'}",,(720) 536-8457,,"['https://lh5.googleusercontent.com/p/AF1QipMzmNPwRjuIzwyeNreoC8wF6H4bYu-oCYv4XkXc=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOl5hNuH0vKfSKcnGbxRC_RIlmFF8gecRSiksqE=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPbs3YIhDguYc1imyk557yIxLcsIeTE2DsOek7c=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPKyoMlQuVRPITkc1w4H17I6wax_Aebod9a364K=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNYUTb9vySdU2qsGy5BC4glpkgLdCdM6nW8PKGQ=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOa9SG2DvNuDaW3yCy6DZ6y_mx6qwDQfNgVfcaI=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNk8C4dW7FEKV4mdAaXbGPkc5YgIMHXCW2GsSos=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNX_SmjPYSwddloF06I38Nt87IaJvGWFBmNvaCt=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPcGcn2mO152dag_GpwR2aZMi8HJzmOVNNDFwCW=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOlV2NK-xQIRjsnHDDqoes1_CM1spSdr_qwlrs=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP9w_IKw1lha1VBPy_nqXv7CMeNXO32Be23DCkE=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOY9gYImPtNvbU9slOxb1V9rI68zH9IZbtzJfK3=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPX8MRYCYC06Wqz0SvfDvRgBdnb3sfN3VMIugdS=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMKHj3UHT3HKQtGkIqDP0_Hz6y1sfa5dqzWAL_K=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNirNTi-pdEM0JKSQYc4bYSeiX-3fb-DtzAaINU=s1354-k-no']",Boulder,Colorado
529,Dagabi Cucina,4.6,206 Google reviews,"['$$', 'Spanish restaurant']","Stylish Spanish hideaway serving tapas, pasta dishes & wood-fired pizzas plus wine.","3970 Broadway #101, Boulder, CO 80304","{'Friday': '4:30–8PM', 'Saturday': '4:30–8PM', 'Sunday': '4:30–8PM', 'Monday': '4:30–8PM', 'Tuesday': '4:30–8:30PM', 'Wednesday': '4:30–8PM', 'Thursday': '4:30–8PM'}",http://www.dagabicucina.com/,(303) 786-9004,http://www.dagabicucina.com/,"['https://lh5.googleusercontent.com/p/AF1QipMIFPEyYBFpIU_t5Q-6PSIL8ozhIXbklTbmGKQu=s591-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO36P_HR2SLLkuizDN4j7xtgzfpYmr3NcJQsCC9=s917-k-no', 'https://lh5.googleusercontent.com/p/AF1QipODKwreJyIhPOMQ7Tm8wi2heHZ4dfvbWeg-whZn=s600-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM1-EgWDlYmnDQXGSnkwhVF6sjh02liWKbogU_Q=s600-k-no']",Boulder,Colorado
530,Oak,4.7,572 Google reviews,"['$$$', 'American restaurant']","Innovative, locally sourced New American cuisine & cocktails in stylish space with open kitchen.","1400 Pearl St, Boulder, CO 80302","{'Friday': '11:30AM–8PM', 'Saturday': '11:30AM–8PM', 'Sunday': '11:30AM–8PM', 'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '11:30AM–8PM', 'Thursday': '11:30AM–8PM'}",,(303) 444-3622,http://oakatfourteenth.com/,"['https://lh5.googleusercontent.com/p/AF1QipM2KYGG2nXQ2RpSawzVUa-XCUIGjPclRkQFaqd7=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP8d1CsJXDK6hVEGOyrhM9J8F8ZgaQRTJFowoju=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNtRBhneDgG1RSx3mLTEvdino5jCfK-bOabw9kx=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPXqavt1lUMAZ_2vnUo8_mJJ6a4SH2aJTtkikg9=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN1O671ZOOxJSzPDNg3A4sc0dhuGth3gIzA6rzj=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMB-tvsNcse_fJO87XW1LbPG051I8MsERKB1iSf=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPX9mbYA87IVZgVMKngkYM-ghp85AXZhzYdtI5L=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPvVD6pOBUeTE3Bmuzj6O3m4lNYEsDgCjHhI2t7=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM_Xiqb3hd5S8WjUGeZ7U-W7gUI7CpGELU4KYdl=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOnOMKXUMNBpqZ0ky76RlIZbKzuM28DjnSTNjgD=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN9ZLXcho4XjPrs2YIgRHNFheEgA-sj67w2mIgq=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNpn3Ir0QOsXwlXJmqDpMtFJqwIWrRH5a8sYtxo=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMKuMJT4a2T39XaXbkwUPwLrPgMGWNZ2V7X7TUm=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNhfvJIkluOL2b22NqNgSsLKagR1_r_9eIMGQIz=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOZGjW9x9Ym__69PlNCztuPpBi__Gbi3Rs8c2BK=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN-MMo17cwarNUijVnxNV8wZFOkdtrCB7TtpiI_=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMvdm9qVLhG2hHVNgA6j66hBJpNid6_qcI5zJbZ=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNR-OoiOHbG5Ke81Izz-ysDNGVSM-Oxb0Nxz8Oy=s773-k-no']",Boulder,Colorado
531,Frasca Food and Wine,4.6,378 Google reviews,"['$$$$', 'Italian restaurant']",Refined Northern Italian plates based on locally sourced ingredients paired with top-shelf wines.,"1738 Pearl St, Boulder, CO 80302",,https://www.frascafoodandwine.com/menus/,(303) 442-6966,https://www.frascafoodandwine.com/,"['https://lh5.googleusercontent.com/p/AF1QipP160iPEvhfQ7owGeCTHTO6_ytXOZTw-ZhbUueF=s1013-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOggVIV00FWtXcBj49BO1c1T57odB9QqX86BYsp=s1030-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNBc2roPnYBngH1bZL4n6W-gPILLciY2lywEW1o=s1354-k-no']",Boulder,Colorado
532,Pizzeria Locale,4.5,957 Google reviews,"['$$', 'Italian restaurant']","Artisanal pies wood-fired in full view of patrons, plus an extensive wine list (some on tap).","1730 Pearl St, Boulder, CO 80302","{'Friday': '11:30AM–10:30PM', 'Saturday': '11:30AM–10:30PM', 'Sunday': '11:30AM–9PM', 'Monday': '11:30AM–10PM', 'Tuesday': '11:30AM–10PM', 'Wednesday': '11:30AM–10PM', 'Thursday': '11:30AM–10PM'}",,(303) 442-3003,https://localeboulder.com/,"['https://lh5.googleusercontent.com/p/AF1QipNk8YYEePt1AqdT9JKRBC_rGAopoPWpXo-8eCOX=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPzccUQo0IgGRKBmyurmuLAEYtNdXZS0xKsNch_=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNgHMIGTuvSen1vd4a5HNaImA-x_0Mh42kLd1lZ=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPyqSY6LBo0G3soM4RfI8BJLYgjHQSYFLD-CVb_=s901-p-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNkTIhvWVNhZJIQYKpE8qVTGTSYjk8Tdv1rXhJj=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNRLMJ_io_dW1p0h6s5eAkRXTceJPjuQ8YuOV4z=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN0v3ogGciCWMZhTnS0Wxgy01fOhS2C11kOoNTh=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOa9HubViWwkNmEWk1oZTfzxdGXu3lYQhuS5yvh=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMwEvvS-lIaZt3zUUsdX7p0WU3z5-M5b-2-hejg=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNd6t9B92246aEm8aCi-YkvrkQzRRSDZ11b_vdJ=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN0Vh1jPWEzgeYI85rjTUxy-6lNgZ9veAUtClJG=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPa85GTE6ELCdCfztHgpr0dNIyO6nnBsVDxI66F=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM0yBkpfcP-9mZLCUlj1dZfoLPJK5sgdPNc264C=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMiUANuMwazjAOc-buC2Tm4rdhmpYFLUjS2h70P=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMAiVHnSAb4uoxIe4TaGT7y6puyKwBPTYiLFf8w=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNYvXUnTWRbcPnutOP7DVIjh682VZfLWyzlHuwU=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO1TXRgNgk8D6jJEKQJMy2wQk0erwLfxkxlzlk=s601-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNxKXtNi83uYbOMHAa5E_dBeOf6Fl-VoOZ9__ea=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMYeZpl_mj1NOWGMjNKVsc0x0lAPX8l2cd7okfO=s1031-k-no']",Boulder,Colorado
533,Leaf,4.7,275 Google reviews,"['$$', 'Vegetarian restaurant']","Family-owned eatery offering sustainable, farm-to-table vegetarian & vegan meals in a relaxed space.","1710 Pearl St, Boulder, CO 80302","{'Friday': '11:30AM–9PM', 'Saturday': '10AM–9PM', 'Sunday': '10AM–9PM', 'Monday': '11:30AM–9PM', 'Tuesday': '11:30AM–9PM', 'Wednesday': '11:30AM–9PM', 'Thursday': '11:30AM–9PM'}",,(303) 442-1485,http://leafvegetarianrestaurant.com/,"['https://lh5.googleusercontent.com/p/AF1QipMhhl3fb_ELTxnNkEjxpU7YPPeg2ieB1YqvpqLl=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNxQ_xt-36F-feMFU7tEPn4CRNI6t21oTkKTOij=s1193-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN_COLkJcXwmzNfKrotNv-FFPNnEMIUPyLiwocY=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMdvcvrhOQaoOTnfh6WrsBf7uPrs08olCRNgboD=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipONf2wERSiERDWiS6HlhKpOuHiphB91XrHC2oDI=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMWYfKMaASRPbMY-9vBV9XXZxg-dFglISC2gucP=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP9IVuMfjwmXtONVh1t_rskAbYlGXPCB6BSds1A=s1193-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPmNF8WTB6tiuSl_RFcfgO8CAUMLt659KNZjzj4=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP92B73zyVXOfOvvvKMNbSfjJkdZ-FV2EdcR3EL=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP2JIfasp3MQfHHXxLrn9Eo9GYTeMOHwdQuK58q=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNbgy2w18VCfSqnN06BiEAvBFWzxQ7nr00TWd80=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMQhhlo8a7c_bepgSE1x3-m0bGiNai5XfmLS6it=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPoXpxZ1wlBKgqJyWfCC9LuIe13jJD57YqFsozz=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMgvBw_9A3CibVSFWNe-WeTIJKAKOt2FgA0JQf2=s1228-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM0tUNPub2R2_VBBqPQd0kaTgVsET9G-iD1TuZN=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNUWFBj6CgoUjurtnyek4juv0H_qzVAgMaBfTvG=s1193-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMj9qg7cunYJhnipopkDl4OhF0C7CblM7cnvkOl=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPqd5xWap1Kep_3zJiY0Zse01SGGYPHx31ODxEx=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOMScMUX6W5MCE1pu8DiMEYf4J14nAsIYKaERfn=s1354-k-no']",Boulder,Colorado
534,Brasserie Ten Ten,4.6,"1,142 Google reviews","['$$$', 'French restaurant']","Vibrant, cozy cafe with a patio offering homestyle French fare, plus a popular brunch & happy hour.","1011 Walnut St, Boulder, CO 80302","{'Friday': '11AM–11PM', 'Saturday': '9AM–11PM', 'Sunday': '9AM–9PM', 'Monday': '11AM–10PM', 'Tuesday': '11AM–10PM', 'Wednesday': '11AM–10PM', 'Thursday': '11AM–10PM'}",,(303) 998-1010,http://www.brasserietenten.com/,"['https://lh5.googleusercontent.com/p/AF1QipMzwnbH02E_AOJDY_nY0ChlbIFO4zj3s7F8WKfS=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPevuKqILv99oU9Jmz97w2duy6WYcQLXftjlewE=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOuAJlLWviuoHafNwdTLbO6EhicwU5fEqW1vsxB=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOT7wtzqrHvKEeAqLyE0wVC-lDA0NILqPlseTY1=s773-p-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOoAtEVV1WcNZmfJgk7W2V4M2LeunGLgbPzpIMx=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMmJ1DCuR5SQ8lm4h83mv5whoye5jVsBfc7xodU=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOvgAmXSUR5UsB1lZpvtTbl2tjyOnrf_Fcp27Zn=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPMVJC-uuh_h1a0F0sE7DiTC4pVFedAHhuNugNO=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP5qNGKvzCiJv4mF2kse7tmC1CVQL1HSSAQ3i9L=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOZpwA_bFmCwPapq1V5ccNJo-t1hV_T17etc4Uk=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOK7Om03voV72iD74M72gRLy-r4UGSXaPYMLTRx=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPZpaWvQPfiBLqydTMU3KoO7VlUBZfgmcxi2YWC=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPkMmngbOXd59c1IzEmaFePC8Tthp8dkdJ-Vbej=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMLX3BIOqeR0kXTBsTti-Ja7oxw6WC3zReLQn76=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNEi8px4rpSVjN27dkRktJwOC9NGmvjWnUNi-D1=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNbyovkI1cYHJTIfqpVzBMM14fj74vITIa7xE-Q=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNIWgHNa7bWJe5gJdMIyu1KSe2psiG7sh0SwNh7=s773-k-no']",Boulder,Colorado
535,Rincon Argentino,4.8,"1,292 Google reviews","['$', 'Argentinian restaurant']","Traditional empanadas, milanesa sandwiches & other Argentinean eats in a bright, colorful space.","2525 Arapahoe Ave, Boulder, CO 80302","{'Friday': '11AM–9PM', 'Saturday': '11AM–9PM', 'Sunday': '11AM–6PM', 'Monday': '11AM–8PM', 'Tuesday': '11AM–8PM', 'Wednesday': '11AM–8PM', 'Thursday': '11AM–8PM'}",,(303) 442-4133,http://www.rinconargentinoboulder.com/,"['https://lh5.googleusercontent.com/p/AF1QipN3MEo6YV2oTTkdKje8PBF-lI8dg6t3DDZgHas=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMcMAtR9vZ-YJVQfjlb033LCPiPFNDw_cxIJnM=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPKhFUszNlt5IpM9ZZDgdR-vDKDhemdViZB4cg=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOkwVLHH1d1dAVsESYRln0GxvrsoqFAv5HhcCU=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMJyd8MtY-BUckTzCpcXI2lkIoOyRQdBkSs6do=s512-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOH9dfPd92bCdHefbzeE58HCpqCHFTYT9euylM=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMx18IjSvgHunkCsP3K6kXnGEYQeCgf6f17CX0=s1014-k-no']",Boulder,Colorado
536,Santo,4.6,373 Google reviews,"['$$', 'Restaurant']","Warm, rustic-modern eatery serving stacked enchiladas, blue-corn tostadas & other New Mexican eats.","1265 Alpine Ave, Boulder, CO 80304","{'Friday': '7AM–8PM', 'Saturday': 'Closed', 'Sunday': 'Closed', 'Monday': '7AM–8PM', 'Tuesday': '7AM–8PM', 'Wednesday': '7AM–8PM', 'Thursday': '7AM–8PM'}",,(303) 442-6100,http://www.santoboulder.com/,"['https://lh5.googleusercontent.com/p/AF1QipNuFSQYM_Y6Z0FwhhYI7NtqZkmPUdZ9IUE6zorw=s1013-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOTDrxVYbTi2tJO6jVM-eMXgNprcBiehiTT_uJD=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP7poM69BGUPFbRFAxRrPDDGSKc2_Ys9BuYo_oZ=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPs9qpyHyUkcMbG739Wv-lv4OlDo0zqEDNNJ6co=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP9ojoRomQRbmqbvSjA4W6LQ2tQBT9PRkl0gOmP=s869-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPOLAYobcgMkjccT1QlQ9gvoBJpCTPGYZCA0RxK=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNdhNbqVrumL34Ph2wPCE67a5h-5f7bYe8qh8-T=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN6g876r4x0M4cNs3OHaLZdKWdnNm2-B5UblxUH=s1013-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNvds4b2hCyS2UTdpVv0BK1-HZvRK1i1caQPerc=s1354-k-no']",Boulder,Colorado
537,The West End Tavern,4.4,"1,047 Google reviews","['$$', 'American restaurant']","Brick pub popular for burgers & such, an extensive drink menu & a roof lounge with mountain views.","926 Pearl St, Boulder, CO 80302","{'Friday': '11:30AM–7:30PM', 'Saturday': '11:30AM–7:30PM', 'Sunday': '11:30AM–7:30PM', 'Monday': '11:30AM–7:30PM', 'Tuesday': '11:30AM–7:30PM', 'Wednesday': '11:30AM–7:30PM', 'Thursday': '11:30AM–7:30PM'}",https://www.thewestendtavern.com/menus/,(303) 444-3535,http://www.thewestendtavern.com/,"['https://lh5.googleusercontent.com/p/AF1QipO1KNtfE8aALOH57YLbSgA-fnlPvfeVGuGvxnjv=s867-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMj6CjLBhyd_StrBNbmHpLb13Bzu5avRhnRxKan=s824-k-no']",Boulder,Colorado
